year,month,day,tmin,tmax,wind,rain
# Merlimau, Melaka; 2.253213 N, 102.451753 E; 1987/1/1 - 2008/12/31
1987,8,22,24.3,28.9,1.3,21.8
1987,8,23,24.1,31.7,1.5,5.9
1987,8,24,23.1,33,1.6,0
1987,8,25,23,33.4,1.3,0
1987,8,26,22.3,32.2,1.1,0
1987,8,27,22.3,30.8,0.9,24.5
1987,8,28,23.1,32,1.1,0
1987,8,29,22.6,30.6,0.9,10.9
1987,8,30,21.5,28.7,0.8,15.4
1987,8,31,21.1,30.6,0.9,0
1987,9,1,20.9,31.1,1.2,4.4
1987,9,2,23.3,31.6,1.4,0
1987,9,3,22.1,32.4,1.1,0
1987,9,4,21.9,31.2,1.1,0
1987,9,5,23.7,28.6,1.5,19
1987,9,6,24.2,30.5,1.8,0
1987,9,7,23.9,28.1,1.2,18.9
1987,9,8,22.5,28.8,0.8,13.8
1987,9,9,21.9,29.2,1,20.3
1987,9,10,22.2,28.2,0.9,0
1987,9,11,23.6,28.8,1.1,12.1
1987,9,12,24.2,30.3,1.4,0
1987,9,13,24.3,28,1.4,25.1
1987,9,14,24.3,30.3,1.2,0
1987,9,15,23.4,29,1.2,10.1
1987,9,16,22.4,29.4,0.8,14.1
1987,9,17,24.5,28,1.2,12.6
1987,9,18,23.4,32.4,1.5,0
1987,9,19,24.2,33,1.3,0
1987,9,20,23.2,30.9,0.9,21.9
1987,9,21,24.4,27.8,1.4,15.8
1987,9,22,23.3,29.4,1.3,9.7
1987,9,23,23,32.9,0.9,0
1987,9,24,23,33.7,1.3,0
1987,9,25,23.1,34.3,1.5,0
1987,9,26,23.7,32.4,1.3,0
1987,9,27,23.5,30.8,1.2,25.9
1987,9,28,23.8,34.7,1,0
1987,9,29,22.8,35.4,0.8,15.4
1987,9,30,23.7,31.8,1.1,0
1987,10,1,23.1,32.9,1.9,4
1987,10,2,21.7,33.8,1.2,0
1987,10,3,22.1,32,1.6,0
1987,10,4,21.6,33,2.2,0
1987,10,5,23,33.1,1.7,8
1987,10,6,22.7,31.2,1.3,0
1987,10,7,23.2,31,0.9,6.6
1987,10,8,23.1,29.5,1.3,0
1987,10,9,21.9,33.1,1.4,0
1987,10,10,23.6,27.8,2,16.6
1987,10,11,23.4,30.1,1.9,0
1987,10,12,23.4,31.4,1.1,10
1987,10,13,23.7,32.3,1.4,7.1
1987,10,14,23.3,31.3,1.2,0
1987,10,15,23.5,31.8,1.6,0
1987,10,16,23.1,33.3,1.2,0
1987,10,17,23,33.2,1,16.4
